Format Version,1.24,Take Name,Take 2025-12-05 04.42.50 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-12-05 04.42.51.191 PM,Capture Start Frame,1038231,Total Frames in Take,3273,Total Exported Frames,3273,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z
1685,16.850000,0.008826,0.000750,-0.435158,-0.900311,243.955963,334.901611,108.798187
1686,16.860000,0.000177,0.002816,-0.438864,-0.898549,242.033340,332.285065,109.244392
1687,16.870000,0.002796,0.007111,-0.436658,-0.899595,240.389221,329.761383,109.380531
1688,16.880000,-0.004919,0.011022,-0.439089,-0.898363,238.506012,327.040344,109.956650
1689,16.890000,0.003778,0.008673,-0.434487,-0.900628,237.492676,324.918274,109.424133
1690,16.900000,-0.001076,0.010269,-0.435252,-0.900249,235.701569,322.344055,109.583183
1691,16.910000,0.009333,0.008894,-0.428082,-0.903648,234.689041,320.265686,109.303711
1692,16.920000,0.004990,0.007183,-0.427023,-0.904199,233.388626,317.805664,109.244377
1693,16.930000,0.009037,0.009174,-0.423694,-0.905714,231.967163,315.584595,109.249733
1694,16.940000,0.006561,0.009214,-0.423410,-0.905868,230.396027,313.138367,109.517952
1695,16.950000,0.003207,0.004773,-0.423851,-0.905714,229.237686,311.161285,109.227493
1696,16.960000,0.005814,0.003173,-0.420081,-0.907463,227.987640,309.154236,108.909195
1697,16.970000,0.003738,0.003229,-0.420002,-0.907510,226.432236,306.836212,108.989441
1698,16.980000,0.004678,0.000986,-0.418925,-0.908008,225.036972,304.651947,108.826500
1699,16.990000,0.001363,0.006696,-0.419785,-0.907598,222.800430,302.110931,109.259491
1700,17.000000,-0.001901,0.010439,-0.420853,-0.907067,220.725418,299.605164,109.809357
1701,17.010000,0.002401,0.006824,-0.416548,-0.909085,219.569946,297.677155,109.388710
1702,17.020000,0.002021,0.011744,-0.415531,-0.909501,217.672012,294.989716,109.698547
1703,17.030000,0.002264,0.007793,-0.412900,-0.910740,216.565399,293.014984,109.377884
1704,17.040000,0.005160,0.011211,-0.410287,-0.911873,214.862595,290.651154,109.471222
1705,17.050000,-0.000856,0.011436,-0.410737,-0.911682,213.188950,288.291595,109.701469
1706,17.060000,0.011684,0.010371,-0.401559,-0.915700,212.207687,286.542023,109.062347
1707,17.070000,0.006509,0.008993,-0.402322,-0.915431,210.663712,284.155090,109.252426
1708,17.080000,0.012916,0.007912,-0.396094,-0.918085,209.363617,282.210602,108.922089
1709,17.090000,0.020346,0.013029,-0.394384,-0.918628,207.230530,279.849609,108.929390
1710,17.100000,0.010720,0.008495,-0.397774,-0.917381,205.645142,277.730621,109.016655
1711,17.110000,-0.002796,0.008379,-0.402441,-0.915403,203.631439,275.272491,109.571732
1712,17.120000,0.012510,0.007371,-0.392856,-0.919485,202.713074,273.508484,108.870369
1713,17.130000,0.021861,0.009992,-0.388444,-0.921159,201.179611,271.335663,108.745422
1714,17.140000,0.011644,0.008012,-0.391415,-0.920106,199.478775,269.075317,108.997749
1715,17.150000,0.015147,0.009057,-0.388864,-0.921126,197.994095,266.863556,108.805496
1716,17.160000,-0.009580,0.010038,-0.397125,-0.917659,195.605713,264.150726,109.817772
1717,17.170000,-0.016701,0.009464,-0.399397,-0.916577,193.640366,261.854156,110.058228
1718,17.180000,-0.030512,0.009670,-0.404480,-0.913987,191.392685,259.438721,110.493431
1719,17.190000,-0.009404,0.010479,-0.391955,-0.919877,190.361115,257.686737,109.875015
1720,17.200000,-0.012468,0.011625,-0.391648,-0.919957,188.472427,255.318466,110.147072
1721,17.210000,-0.006695,0.011165,-0.387016,-0.921981,186.930649,253.329254,109.917824
1722,17.220000,-0.002683,0.011281,-0.383998,-0.923261,185.317566,251.251907,109.783012
1723,17.230000,-0.006840,0.012832,-0.385334,-0.922663,183.272064,248.957062,109.916000
1724,17.240000,0.008425,0.011744,-0.377783,-0.925781,182.028671,247.195663,109.288536
1725,17.250000,0.006052,0.012539,-0.376829,-0.926178,180.175507,244.814484,109.546577
1726,17.260000,0.020944,0.012115,-0.367401,-0.929748,178.946045,242.921158,108.905266
1727,17.270000,0.005039,0.013283,-0.372090,-0.928088,176.825027,240.411346,109.656235
1728,17.280000,0.014663,0.012970,-0.366777,-0.930103,175.356995,238.416000,109.310570
1729,17.290000,0.011587,0.012784,-0.366057,-0.930433,173.503616,236.247955,109.393303
1730,17.300000,0.003909,0.013575,-0.366910,-0.930149,171.639053,234.318893,109.692230
1731,17.310000,-0.003589,0.013303,-0.369334,-0.929195,169.602280,232.235748,109.883217
1732,17.320000,-0.022231,0.015596,-0.377639,-0.925555,166.876511,229.656265,110.634644
1733,17.330000,-0.004023,0.015234,-0.365454,-0.930696,165.840378,227.979416,110.076805
1734,17.340000,-0.017908,0.015788,-0.371265,-0.928220,163.455002,225.506424,110.572693
1735,17.350000,-0.001171,0.015346,-0.359300,-0.933095,162.347778,223.594788,109.979080
1736,17.360000,-0.000557,0.014970,-0.357719,-0.933709,160.563477,221.529816,109.984268
1737,17.370000,0.004561,0.014096,-0.354524,-0.934930,158.883438,219.640701,109.797531
1738,17.380000,0.013607,0.012575,-0.349935,-0.936591,157.280975,217.936172,109.386726
1739,17.390000,0.004206,0.012419,-0.352488,-0.935725,155.149857,215.853256,109.742531
1740,17.400000,0.015433,0.011816,-0.346766,-0.937750,153.659973,214.126129,109.381042
1741,17.410000,0.022642,0.011000,-0.342240,-0.939275,152.014160,212.410263,108.965591
1742,17.420000,0.034021,0.011524,-0.334467,-0.941723,150.481796,210.560944,108.530922
1743,17.430000,0.027784,0.009863,-0.336861,-0.941093,148.454605,208.506531,108.755173
1744,17.440000,-0.001246,0.013366,-0.345100,-0.938470,145.907791,206.040863,109.961563
1745,17.450000,0.003579,0.012374,-0.340875,-0.940021,144.228180,204.101181,109.655922
1746,17.460000,-0.022013,0.015344,-0.352423,-0.935456,141.246216,201.423370,110.760490
1747,17.470000,-0.001286,0.013672,-0.339230,-0.940603,140.397964,199.879639,109.820389
1748,17.480000,0.000709,0.013279,-0.336632,-0.941542,138.677536,198.015579,109.616905
1749,17.490000,0.004509,0.013073,-0.333606,-0.942611,136.882324,196.194595,109.424835
1750,17.500000,0.003018,0.012674,-0.333094,-0.942804,134.927475,194.277130,109.465187
1751,17.510000,0.002980,0.012995,-0.331238,-0.943453,133.071442,192.318741,109.376808
1752,17.520000,0.002797,0.012829,-0.329148,-0.944187,131.113403,190.380905,109.488770
1753,17.530000,0.004778,0.012298,-0.325394,-0.945487,129.252701,188.409973,109.415176
1754,17.540000,0.003710,0.012335,-0.325415,-0.945484,127.215088,186.463898,109.388298
1755,17.550000,-0.001400,0.012433,-0.325242,-0.945548,125.169205,184.425201,109.611717
1756,17.560000,0.002699,0.011621,-0.321524,-0.946826,123.453545,182.642471,109.428665
1757,17.570000,0.004121,0.010264,-0.319581,-0.947495,121.585342,180.854385,109.281685
1758,17.580000,0.007174,0.012589,-0.316856,-0.948363,119.394775,179.022369,109.406044
1759,17.590000,-0.001320,0.003152,-0.320808,-0.947138,118.075424,177.621185,108.834099
1760,17.600000,-0.001465,0.008707,-0.318029,-0.948040,115.528824,175.458527,109.171967
1761,17.610000,-0.004152,0.007125,-0.317236,-0.948311,113.564285,173.515488,109.092194
1762,17.620000,-0.002744,0.003718,-0.314938,-0.949101,112.100990,171.875031,108.742744
1763,17.630000,0.002518,0.012409,-0.310216,-0.950582,109.395569,169.633759,109.266472
1764,17.640000,0.006571,0.013306,-0.306677,-0.951698,107.402252,167.702850,109.229195
1765,17.650000,0.003961,0.013977,-0.305748,-0.952002,105.288239,165.786270,109.551346
1766,17.660000,0.003261,0.013705,-0.304439,-0.952428,103.240860,163.855057,109.610863
1767,17.670000,0.004849,0.012575,-0.302509,-0.953051,101.284988,162.194489,109.389954
1768,17.680000,0.003837,0.011888,-0.302057,-0.953208,99.207809,160.522781,109.277115
1769,17.690000,0.008174,0.011305,-0.298542,-0.954295,97.265793,158.848511,108.968315
1770,17.700000,0.002949,0.011784,-0.298916,-0.954202,95.081863,156.962891,109.142380
1771,17.710000,0.006308,0.009131,-0.296481,-0.954974,93.114899,155.264404,109.060768
1772,17.720000,0.006448,0.012982,-0.293922,-0.955719,90.736313,153.290985,109.534973
1773,17.730000,0.002578,0.017178,-0.293884,-0.955683,88.423775,151.383148,109.683243
1774,17.740000,-0.000854,0.005298,-0.294576,-0.955613,87.021935,149.983566,108.962509
1775,17.750000,0.003971,0.009168,-0.290979,-0.956677,84.679642,148.149246,109.265472
1776,17.760000,0.011367,0.008231,-0.286773,-0.957896,82.803154,146.691193,108.967896
1777,17.770000,0.005022,0.008247,-0.287042,-0.957869,80.776962,144.904266,109.127037
1778,17.780000,0.008185,0.007036,-0.283370,-0.958950,78.931221,143.392120,108.932716
1779,17.790000,0.010018,0.006086,-0.280605,-0.959752,77.021095,141.651047,108.798859
1780,17.800000,0.002943,0.007258,-0.284007,-0.958790,74.581474,139.652496,109.034294
1781,17.810000,0.005703,0.006704,-0.279859,-0.960001,72.701256,137.964966,108.835724
1782,17.820000,0.009784,0.005918,-0.275207,-0.961317,70.815727,136.303268,108.751282
1783,17.830000,0.009884,0.005307,-0.273944,-0.961680,68.757187,134.606628,108.751717
1784,17.840000,0.008910,0.007939,-0.272538,-0.962071,66.481033,132.835449,109.018654
1785,17.850000,0.007666,0.009289,-0.272188,-0.962169,64.235428,131.135818,109.343704
1786,17.860000,0.011479,0.008471,-0.268783,-0.963095,62.185455,129.547897,109.170357
1787,17.870000,0.004731,0.009667,-0.270332,-0.962707,59.747025,127.599579,109.249321
1788,17.880000,0.006596,0.010003,-0.267574,-0.963463,57.572422,125.880676,109.007149
1789,17.890000,0.010125,0.009000,-0.263930,-0.964447,55.553036,124.256561,108.775551
1790,17.900000,0.005919,0.008292,-0.264172,-0.964422,53.253559,122.552185,108.903435
1791,17.910000,0.013494,0.006157,-0.257601,-0.966138,51.438740,121.187042,108.650276
1792,17.920000,0.004571,0.009935,-0.259947,-0.965561,48.843575,119.198814,109.289192
1793,17.930000,0.011155,0.008278,-0.254578,-0.966953,47.000187,117.814140,108.997108
1794,17.940000,0.011610,0.007815,-0.252818,-0.967413,44.991741,116.217751,108.951973
1795,17.950000,0.005503,0.009257,-0.254329,-0.967058,42.606964,114.483772,109.199867
1796,17.960000,0.010877,0.007524,-0.250030,-0.968148,40.615795,113.133438,108.778404
1797,17.970000,0.004448,0.007677,-0.251972,-0.967694,38.163628,111.401672,108.994225
1798,17.980000,0.007939,0.006526,-0.247618,-0.968803,35.991142,109.910828,108.932724
1799,17.990000,0.009890,0.006163,-0.243534,-0.969822,33.807613,108.294106,108.777565
1800,18.000000,0.006467,0.009171,-0.244371,-0.969617,31.228905,106.440773,109.047676
1801,18.010000,0.010288,0.008281,-0.240732,-0.970502,29.121414,105.060989,108.857208
1802,18.020000,0.006982,0.008178,-0.241013,-0.970462,26.781582,103.461922,108.942017
1803,18.030000,0.007635,0.007032,-0.239582,-0.970821,24.640850,102.042625,108.863754
1804,18.040000,0.012906,0.005134,-0.234915,-0.971917,22.753122,100.748871,108.536072
1805,18.050000,0.005656,0.006249,-0.236306,-0.971642,20.229906,99.012566,108.771698
1806,18.060000,0.009346,0.004808,-0.231437,-0.972793,18.252012,97.559120,108.540695
1807,18.070000,0.005129,0.005490,-0.231886,-0.972714,15.866736,95.946899,108.623100
1808,18.080000,0.006227,0.006959,-0.230279,-0.973080,13.479445,94.424767,108.707504
1809,18.090000,0.010830,0.004949,-0.226635,-0.973907,11.383786,93.125381,108.531769
1810,18.100000,0.008577,0.005099,-0.224779,-0.974359,9.123323,91.583916,108.612999
1811,18.110000,0.007846,0.005233,-0.220672,-0.975302,7.073746,89.852097,108.728043
1812,18.120000,0.007044,0.004318,-0.217944,-0.975926,4.883069,88.398201,108.666611
1813,18.130000,0.000105,0.005742,-0.220375,-0.975398,2.293212,86.839554,108.874580
1814,18.140000,0.007096,0.007688,-0.213844,-0.976812,0.086675,85.151367,108.876526
1815,18.150000,0.003396,0.008577,-0.213716,-0.976852,-2.344260,83.638161,108.941505
1816,18.160000,0.005247,0.007645,-0.211011,-0.977440,-4.587479,82.214317,108.876610
1817,18.170000,0.005901,0.007405,-0.207866,-0.978112,-6.930487,80.798302,108.903816
1818,18.180000,0.004315,0.007093,-0.206470,-0.978418,-9.378757,79.313873,108.930435
1819,18.190000,0.002259,0.006890,-0.206265,-0.978469,-11.922388,77.881371,109.009827
1820,18.200000,0.007712,0.007585,-0.202585,-0.979205,-14.060628,76.608185,108.937531
1821,18.210000,0.003135,0.008130,-0.202972,-0.979146,-16.571442,75.138527,109.018929
1822,18.220000,0.002242,0.007649,-0.201008,-0.979557,-18.843344,73.779076,108.986992
1823,18.230000,0.002949,0.006520,-0.197816,-0.980213,-21.012474,72.356636,108.868652
1824,18.240000,0.003442,0.007525,-0.195631,-0.980643,-23.612890,71.015976,109.068329
1825,18.250000,0.004273,0.008406,-0.193511,-0.981053,-26.036732,69.537964,109.198471
1826,18.260000,0.008038,0.007480,-0.190487,-0.981628,-28.247158,68.278618,108.929123
1827,18.270000,0.002808,0.008355,-0.191813,-0.981392,-30.844786,66.860703,109.005386
1828,18.280000,0.003033,0.006769,-0.189414,-0.981869,-33.098011,65.591003,108.895515
1829,18.290000,0.005158,0.004742,-0.186282,-0.982471,-35.252243,64.489395,108.765991
1830,18.300000,-0.002536,0.007675,-0.188859,-0.981971,-38.059341,63.155048,109.107544
1831,18.310000,0.005965,0.006574,-0.183122,-0.983050,-40.061604,62.163525,108.926750
1832,18.320000,0.000340,0.006675,-0.183197,-0.983054,-42.634636,60.779926,109.046944
1833,18.330000,-0.001809,0.007547,-0.182355,-0.983202,-45.157578,59.462467,109.072792
1834,18.340000,0.002407,0.006997,-0.179526,-0.983725,-47.504223,58.315891,108.959923
1835,18.350000,-0.000139,0.008439,-0.179153,-0.983785,-50.131699,56.896622,109.137688
1836,18.360000,0.000421,0.007790,-0.176789,-0.984218,-52.612400,55.529118,109.044174
1837,18.370000,0.003486,0.007197,-0.173450,-0.984810,-55.028816,54.400116,109.093170
1838,18.380000,0.002538,0.006298,-0.171020,-0.985244,-57.435074,53.055862,109.158142
1839,18.390000,-0.000358,0.007289,-0.170775,-0.985283,-60.056351,51.770584,109.267738
1840,18.400000,0.002859,0.006544,-0.168303,-0.985710,-62.255188,50.694775,109.019501
1841,18.410000,0.002928,0.005920,-0.167031,-0.985929,-64.702171,49.726028,108.856239
1842,18.420000,-0.001895,0.005883,-0.167228,-0.985899,-67.234520,48.429401,108.854324
1843,18.430000,-0.003145,0.007568,-0.165706,-0.986141,-69.968315,47.038261,108.957420
1844,18.440000,-0.002451,0.008801,-0.162819,-0.986614,-72.562813,45.656460,109.199982
1845,18.450000,-0.001692,0.008856,-0.159569,-0.987146,-75.220497,44.307014,109.298920
1846,18.460000,-0.001809,0.007012,-0.157217,-0.987538,-77.593880,42.903500,109.023216
1847,18.470000,-0.001222,0.006246,-0.155180,-0.987866,-80.063171,41.811481,108.911705
1848,18.480000,-0.002103,0.006685,-0.154401,-0.987983,-82.595497,40.882580,108.968971
1849,18.490000,-0.000693,0.006990,-0.154121,-0.988027,-85.079323,40.017132,108.940941
1850,18.500000,-0.001325,0.006269,-0.153161,-0.988181,-87.529663,39.248848,108.954956
1851,18.510000,-0.002019,0.006507,-0.151390,-0.988451,-90.000046,38.137791,108.955345
1852,18.520000,-0.001233,0.008149,-0.148965,-0.988808,-92.591560,36.843307,108.978683
1853,18.530000,-0.001512,0.008069,-0.145969,-0.989255,-95.076843,35.600025,109.083115
1854,18.540000,-0.001614,0.006925,-0.143877,-0.989570,-97.620789,34.401047,109.074120
1855,18.550000,-0.002169,0.005981,-0.142480,-0.989777,-100.178444,33.315388,108.985435
1856,18.560000,-0.002259,0.005695,-0.140928,-0.990001,-102.677742,32.401630,108.926628
1857,18.570000,-0.001460,0.005602,-0.139066,-0.990266,-105.277878,31.537790,108.983948
1858,18.580000,-0.001555,0.005415,-0.137741,-0.990452,-107.785530,30.583342,109.017387
1859,18.590000,-0.000582,0.005351,-0.136103,-0.990680,-110.228462,29.724148,108.916016
1860,18.600000,-0.000152,0.005391,-0.134211,-0.990938,-112.795044,28.803326,108.828461
1861,18.610000,-0.000904,0.005732,-0.132473,-0.991170,-115.464157,27.694820,108.834473
1862,18.620000,-0.002619,0.006016,-0.131293,-0.991322,-118.047668,26.579269,108.865349
1863,18.630000,-0.002231,0.005991,-0.128374,-0.991705,-120.610458,25.356283,108.844231
1864,18.640000,-0.002408,0.005987,-0.125821,-0.992032,-123.302780,24.191181,108.945168
1865,18.650000,-0.002848,0.005646,-0.124018,-0.992260,-125.978363,23.146360,108.900787
1866,18.660000,-0.003039,0.005054,-0.122747,-0.992421,-128.481873,22.208338,108.745110
1867,18.670000,-0.002130,0.005198,-0.121143,-0.992619,-130.970383,21.357182,108.763596
1868,18.680000,-0.000856,0.005514,-0.119446,-0.992825,-133.518784,20.551270,108.804214
1869,18.690000,-0.002851,0.004596,-0.118113,-0.992985,-136.043579,19.797970,108.703438
1870,18.700000,-0.005660,0.004482,-0.116708,-0.993140,-138.525009,18.982855,108.694611
1871,18.710000,-0.005757,0.004344,-0.114285,-0.993422,-141.046799,18.106176,108.641953
1872,18.720000,-0.003895,0.004630,-0.111128,-0.993788,-143.638184,17.194681,108.641129
1873,18.730000,-0.002079,0.005477,-0.108810,-0.994045,-146.267044,16.250080,108.718811
1874,18.740000,-0.002322,0.005310,-0.107378,-0.994201,-148.807495,15.382473,108.706779
1875,18.750000,-0.003803,0.005324,-0.105938,-0.994351,-151.368851,14.471343,108.739487
1876,18.760000,-0.004384,0.004054,-0.104382,-0.994519,-153.904083,13.660970,108.741837
1877,18.770000,-0.005013,0.002655,-0.103324,-0.994632,-156.344818,12.905481,108.593605
1878,18.780000,-0.006447,0.002884,-0.101562,-0.994804,-158.870682,12.195237,108.558365
1879,18.790000,-0.008499,0.004758,-0.099632,-0.994977,-161.636612,11.253462,108.733894
1880,18.800000,-0.003424,0.004728,-0.095698,-0.995393,-164.273239,10.292555,108.618202
1881,18.810000,-0.005909,0.004482,-0.094470,-0.995500,-166.924530,9.439720,108.582222
1882,18.820000,-0.003191,0.005677,-0.092399,-0.995701,-169.707199,8.668103,108.774597
1883,18.830000,-0.001750,0.005271,-0.090228,-0.995906,-172.499664,7.903916,108.791306
1884,18.840000,-0.003206,0.004219,-0.089238,-0.995996,-175.101135,7.133237,108.636024
1885,18.850000,-0.004685,0.003252,-0.088250,-0.996082,-177.665375,6.498613,108.555473
1886,18.860000,-0.002746,0.002493,-0.086989,-0.996202,-180.329788,5.726116,108.679192
1887,18.870000,-0.001753,0.003061,-0.083975,-0.996462,-183.066086,4.869869,108.757462
1888,18.880000,0.000012,0.002555,-0.080947,-0.996715,-185.614746,4.197202,108.776810
1889,18.890000,-0.002032,0.004171,-0.079569,-0.996819,-188.164505,3.538962,108.761070
1890,18.900000,-0.004328,0.005931,-0.077834,-0.996939,-190.703995,2.786361,108.872406
1891,18.910000,-0.005377,0.004947,-0.076869,-0.997015,-193.300552,2.147292,108.806557
1892,18.920000,-0.008766,0.004553,-0.076335,-0.997033,-195.877777,1.523764,108.760971
1893,18.930000,-0.003914,0.004352,-0.073708,-0.997263,-198.494247,0.727976,108.694778
1894,18.940000,-0.004109,0.005735,-0.069299,-0.997571,-201.272079,-0.022818,108.774948
1895,18.950000,-0.003276,0.005815,-0.068166,-0.997652,-203.940979,-0.583492,108.695221
1896,18.960000,-0.005899,0.005253,-0.068666,-0.997609,-206.560410,-1.221822,108.694389
1897,18.970000,-0.003899,0.003536,-0.066458,-0.997775,-209.264069,-1.838033,108.600052
1898,18.980000,-0.001948,0.005094,-0.062545,-0.998027,-212.053085,-2.510751,108.765190
1899,18.990000,-0.001927,0.003959,-0.062100,-0.998060,-214.777512,-3.072355,108.779289
1900,19.000000,-0.004786,0.001028,-0.060956,-0.998129,-217.431458,-3.760600,108.677315
1901,19.010000,-0.000752,0.001683,-0.057128,-0.998365,-220.096222,-4.419827,108.779533
1902,19.020000,-0.002181,0.004460,-0.055405,-0.998452,-222.865402,-5.013240,108.885910
1903,19.030000,-0.003420,0.005787,-0.051244,-0.998664,-225.630737,-5.841491,109.047867
1904,19.040000,-0.005721,0.005547,-0.049297,-0.998752,-228.273071,-6.506274,108.924751
1905,19.050000,-0.004661,0.007554,-0.048057,-0.998805,-231.201721,-7.118823,109.031204
1906,19.060000,-0.004637,0.005797,-0.047222,-0.998857,-233.927994,-7.637734,108.825706
1907,19.070000,-0.007545,0.004998,-0.047456,-0.998832,-236.479034,-8.185940,108.685272
1908,19.080000,-0.005387,0.005080,-0.045656,-0.998930,-239.202789,-8.672863,108.771591
1909,19.090000,-0.005189,0.005820,-0.041561,-0.999106,-242.076477,-9.416823,108.981598
1910,19.100000,-0.000153,0.006058,-0.037878,-0.999264,-244.794662,-10.002831,108.931572
1911,19.110000,-0.006052,0.005840,-0.037933,-0.999245,-247.425949,-10.544206,109.023880
1912,19.120000,-0.004481,0.005298,-0.034432,-0.999383,-250.038986,-11.048007,109.073608
1913,19.130000,-0.004867,0.003740,-0.033377,-0.999424,-252.575729,-11.428626,108.929375
1914,19.140000,-0.005529,0.003781,-0.032191,-0.999459,-255.153381,-11.786043,108.821556
1915,19.150000,-0.004372,0.004751,-0.030115,-0.999526,-257.916901,-12.208487,108.824814
1916,19.160000,-0.000719,0.004387,-0.026512,-0.999639,-260.768921,-12.632640,108.809174
1917,19.170000,-0.004354,0.004811,-0.026072,-0.999639,-263.570435,-12.970073,108.799438
1918,19.180000,-0.007199,0.004178,-0.025145,-0.999649,-266.355072,-13.372199,108.761963
1919,19.190000,-0.004167,0.004652,-0.022680,-0.999723,-269.040222,-13.767765,108.851913
1920,19.200000,-0.002193,0.005149,-0.019334,-0.999798,-271.698639,-14.269422,108.961166
1921,19.210000,-0.006745,0.003970,-0.018794,-0.999793,-274.376221,-14.700552,108.882401
1922,19.220000,-0.003951,0.003619,-0.015796,-0.999861,-277.131836,-15.239248,108.974556
1923,19.230000,-0.004005,0.002336,-0.014777,-0.999880,-279.824646,-15.603908,108.913261
1924,19.240000,-0.001690,0.003271,-0.012734,-0.999912,-282.664154,-15.947895,108.863708
1925,19.250000,-0.002076,0.003014,-0.012199,-0.999919,-285.445740,-16.122526,108.714302
1926,19.260000,0.000136,0.001840,-0.008529,-0.999962,-288.146271,-16.447668,108.696388
1927,19.270000,-0.003416,0.002760,-0.007465,-0.999963,-291.055542,-16.747179,108.660255
1928,19.280000,-0.004722,0.002909,-0.007061,-0.999960,-293.663269,-16.939810,108.694481
1929,19.290000,-0.001395,0.002086,-0.003953,-0.999989,-296.498901,-17.325403,108.822464
1930,19.300000,-0.000494,0.002973,-0.000712,-0.999995,-299.242645,-17.676580,108.849182
1931,19.310000,-0.004533,0.003677,0.001234,-0.999982,-301.932709,-18.098944,108.879509
1932,19.320000,-0.003571,0.003453,0.003819,-0.999980,-304.577118,-18.331032,108.899994
1933,19.330000,-0.002367,0.004576,0.005358,-0.999972,-307.255554,-18.579218,108.876762
1934,19.340000,-0.000397,0.003514,0.006194,-0.999975,-309.948578,-18.727608,108.836319
1935,19.350000,-0.001191,0.003717,0.008262,-0.999958,-312.712616,-18.960958,108.855057
1936,19.360000,-0.002075,0.004468,0.010442,-0.999933,-315.532349,-19.116354,108.717224
1937,19.370000,-0.001486,0.004129,0.011965,-0.999919,-318.289551,-19.268127,108.675766
1938,19.380000,-0.001901,0.004903,0.014939,-0.999875,-321.089142,-19.549334,108.723793
1939,19.390000,-0.000940,0.002935,0.016406,-0.999861,-323.615753,-19.739389,108.521019
1940,19.400000,-0.001254,0.005100,0.018758,-0.999810,-326.526642,-19.888792,108.879761
1941,19.410000,-0.001998,0.004851,0.019950,-0.999787,-329.324951,-20.100718,108.931107
1942,19.420000,-0.003601,0.004356,0.021819,-0.999746,-332.216217,-20.254652,108.781227
1943,19.430000,-0.000566,0.004808,0.024015,-0.999700,-335.086792,-20.387636,108.769531
1944,19.440000,-0.000984,0.005378,0.026071,-0.999645,-338.034546,-20.536531,108.663277
1945,19.450000,0.000675,0.006569,0.027028,-0.999613,-340.829163,-20.513573,108.691696
1946,19.460000,0.000540,0.006199,0.027544,-0.999601,-343.457062,-20.408030,108.681198
1947,19.470000,-0.000022,0.006238,0.028435,-0.999576,-346.277008,-20.462353,108.822273
1948,19.480000,-0.001944,0.003864,0.029100,-0.999567,-348.794464,-20.522106,108.738655
1949,19.490000,0.000001,0.005152,0.033166,-0.999437,-351.542297,-20.669056,108.793449
1950,19.500000,0.001237,0.004391,0.035312,-0.999366,-354.266998,-20.748058,108.752281
1951,19.510000,0.000714,0.003987,0.036484,-0.999326,-356.904602,-20.707195,108.650291
1952,19.520000,0.001402,0.005000,0.038736,-0.999236,-359.686951,-20.837875,108.648705
1953,19.530000,0.002604,0.004834,0.041794,-0.999111,-362.534760,-20.975677,108.651733
1954,19.540000,0.000134,0.005269,0.042411,-0.999086,-365.258820,-20.976332,108.731163
1955,19.550000,-0.001283,0.004506,0.043587,-0.999039,-368.052429,-21.002296,108.660477
1956,19.560000,-0.004623,0.001896,0.042435,-0.999087,-370.634216,-20.909445,108.420807
1957,19.570000,-0.007082,0.002058,0.042868,-0.999054,-373.331635,-20.890203,108.520821
1958,19.580000,-0.007666,0.000642,0.044207,-0.998993,-375.872620,-20.888718,108.407829
1959,19.590000,-0.006340,-0.000363,0.045896,-0.998926,-378.465790,-20.851311,108.351555
1960,19.600000,-0.007494,0.000882,0.047429,-0.998846,-381.382324,-20.798727,108.488953
1961,19.610000,-0.005211,0.001041,0.050632,-0.998703,-384.440765,-20.932436,108.447205
1962,19.620000,-0.003026,0.002814,0.053296,-0.998570,-387.425446,-21.083569,108.555679
1963,19.630000,-0.002936,0.001855,0.054782,-0.998492,-390.327332,-20.985184,108.497704
1964,19.640000,0.003366,0.002500,0.059202,-0.998237,-393.464539,-20.961012,108.568581
1965,19.650000,0.005028,0.003591,0.061404,-0.998094,-396.250793,-20.763317,108.653183
1966,19.660000,0.004719,0.002578,0.062274,-0.998045,-398.810944,-20.687929,108.613380
1967,19.670000,0.006473,0.001543,0.063805,-0.997940,-401.488770,-20.505539,108.546875
1968,19.680000,0.006727,0.001458,0.067419,-0.997701,-404.191315,-20.512627,108.589806
1969,19.690000,0.007410,0.001905,0.069716,-0.997538,-407.020233,-20.509060,108.592232
1970,19.700000,0.007587,0.002157,0.071549,-0.997406,-409.734100,-20.357693,108.620613
1971,19.710000,0.008612,0.001125,0.073193,-0.997280,-412.431641,-20.203428,108.542946
1972,19.720000,0.009552,0.000016,0.074030,-0.997210,-415.164154,-19.959991,108.462212
1973,19.730000,0.009637,0.000524,0.076478,-0.997025,-418.003998,-19.815353,108.490463
1974,19.740000,0.008548,0.001223,0.078702,-0.996861,-420.833527,-19.685940,108.608398
1975,19.750000,0.009939,-0.000379,0.080173,-0.996731,-423.528503,-19.470524,108.500526
1976,19.760000,0.009399,-0.000735,0.082078,-0.996581,-426.291992,-19.307375,108.491737
1977,19.770000,0.009621,-0.001792,0.083267,-0.996479,-428.934204,-19.055920,108.417694
1978,19.780000,0.009919,-0.000607,0.086122,-0.996235,-431.718384,-18.952200,108.457176
1979,19.790000,0.010654,-0.000795,0.087435,-0.996113,-434.433563,-18.685833,108.338257
1980,19.800000,0.011596,-0.001274,0.089270,-0.995939,-437.178589,-18.447405,108.347137
1981,19.810000,0.011068,-0.001248,0.091795,-0.995716,-440.024353,-18.356991,108.391556
1982,19.820000,0.010554,-0.002452,0.092568,-0.995648,-442.760895,-18.056051,108.232758
