Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z,omegas.x,omegas.y,omegas.z,omega
12047,120.47,-0.000401,-0.007119,0.030672,0.999504,1279.978638,688.463074,108.212708,-0.0023491207434508583,0.004479090654860968,-0.011987468552615566,0.013010765683145674
12048,120.48,-0.000345,-0.007082,0.03077,0.999501,1279.980347,688.466797,108.210083,0.01156071417334996,0.0070406751070528975,0.01953192426461456,0.023763780920543934
12049,120.49,-0.000262,-0.00706,0.030714,0.999503,1279.992676,688.457092,108.205437,0.01664793398316681,0.003893721488147548,-0.011322769053830756,0.020506581187061137
12050,120.5,-0.000318,-0.007022,0.030736,0.999503,1279.984741,688.460754,108.205582,-0.01092994392486394,0.007939067326511945,0.00447887669703384,0.014232104576723446
12051,120.51,-0.000266,-0.007094,0.030647,0.999505,1279.978027,688.460205,108.212631,0.009827367232808791,-0.014704026653610444,-0.01788105367627607,0.025149903123718714
12052,120.52,-0.000349,-0.007119,0.03072,0.999503,1279.979492,688.454895,108.216728,-0.01664154661981459,-0.004495504546610947,0.014721457440576569,0.022668743772048094
12053,120.53,-0.000396,-0.007168,0.03066,0.999504,1279.973145,688.464478,108.217239,-0.00978173953381936,-0.009500746816154234,-0.011936678102393572,0.018122662676668448
12054,120.54,-0.000193,-0.007017,0.030678,0.999505,1279.974609,688.460571,108.214928,0.04153166845518339,0.028940225870222318,0.0033130200066920634,0.050728613815631735
12055,120.55,-0.000188,-0.007054,0.030695,0.999504,1279.985962,688.458618,108.210327,0.0007963066482124376,-0.007429071318029801,0.0033960058997327403,0.008207195684116465
12056,120.56,-0.000182,-0.007176,0.030794,0.9995,1279.98877,688.46167,108.207298,0.0005899655198127705,-0.024434093878954437,0.019801680508583358,0.03145599392745581
12057,120.57,-0.000333,-0.007088,0.030856,0.999499,1279.991577,688.456238,108.209045,-0.029553968622091226,0.018517479921627444,0.012619872512312919,0.03708901867386706
12058,120.58,-0.000484,-0.007097,0.030733,0.999502,1279.99353,688.464783,108.21093,-0.030414574667374183,-0.0008548023737886111,-0.024392730052027328,0.03899720911407111
12059,120.59,-0.000321,-0.006945,0.030686,0.999505,1279.983276,688.461243,108.209557,0.033451634047509636,0.02939177899218921,-0.009630409228910536,0.04555911845822399
12060,120.6,-0.000246,-0.007129,0.030678,0.999504,1279.983032,688.454895,108.209801,0.013852150671716058,-0.03724294045156425,-0.001709058189360707,0.03977234682043927
12061,120.61,-0.000307,-0.007072,0.030685,0.999504,1279.981323,688.456787,108.208885,-0.011834237866688475,0.011768271673005768,0.0014890836573966393,0.01675585790682647
12062,120.62,-0.000266,-0.007057,0.030786,0.999501,1279.977539,688.45874,108.21064,0.008430658752537451,0.002736450644261051,0.020151324198747905,0.022014541469066666
12063,120.63,-0.000259,-0.007134,0.03075,0.999502,1279.984985,688.451233,108.213181,0.0008744395069128815,-0.015432084027606659,-0.007216538181223364,0.01705849598315799
12064,120.64,-0.000295,-0.007302,0.030768,0.9995,1279.983276,688.454956,108.203926,-0.008204031097652558,-0.03336563488904056,0.003653167595153023,0.03455310914054315
12065,120.65,-0.000167,-0.007229,0.030765,0.999501,1279.976929,688.450378,108.209068,0.026032073072489635,0.013806667303909483,-0.0007884772691139907,0.029477357189819316
12066,120.66,-0.000307,-0.007291,0.030742,0.999501,1279.972046,688.450989,108.208122,-0.028400744778083277,-0.011531615014774916,-0.00439735989739079,0.030966388599027617
12067,120.67,-0.00031,-0.007208,0.030726,0.999502,1279.976318,688.457153,108.206589,-0.00011265314598625574,0.01661259443476787,-0.0031950792680576767,0.016917432314466428
12068,120.68,-0.00032,-0.007241,0.030694,0.999503,1279.981812,688.454956,108.198463,-0.0022478633506115117,-0.006531831388373285,-0.006390583879447437,0.009410487407643366
12069,120.69,-0.000344,-0.007166,0.030816,0.999499,1279.990112,688.451233,108.206566,-0.004160779480163855,0.015126273510165754,0.024451982145037854,0.029051947731746745
12070,120.7,-0.000359,-0.007188,0.030632,0.999505,1279.987427,688.456787,108.204781,-0.0033973838969986333,-0.0042840898267138315,-0.0367985633832113,0.037202552466936434
12071,120.71,-0.000463,-0.007113,0.030624,0.999506,1279.982788,688.44928,108.201477,-0.020341640355392952,0.015631722883134205,-0.0014504380983902665,0.025695074689918974
12072,120.72,-0.000369,-0.007119,0.030583,0.999507,1279.977905,688.460815,108.208496,0.01869571820477849,-0.0017699180833499763,-0.008336348740555638,0.02054646440481716
12073,120.73,-0.000252,-0.007117,0.030761,0.999501,1279.978516,688.455688,108.219627,0.023653695536826006,-0.0003375186704445223,0.03545271919943166,0.042620494249075894
12074,120.74,-0.00028,-0.007253,0.03082,0.999499,1279.988159,688.461792,108.209671,-0.0063500249646800165,-0.027019985849709757,0.01183941693414653,0.030175722786888313
12075,120.75,-0.000289,-0.007193,0.030802,0.9995,1279.991943,688.463318,108.201889,-0.001455311803890872,0.012051912694629494,-0.003587942051100357,0.012658588397114819
12076,120.76,-0.000328,-0.007136,0.030857,0.999498,1279.989502,688.462769,108.200371,-0.0073659487963655115,0.011628497815578913,0.011066219292191898,0.017661833781928822
12077,120.77,-0.000224,-0.007161,0.030856,0.999498,1279.98999,688.463989,108.214508,0.0206338553679316,-0.005639252505604448,-0.00034996855549640493,0.02139344839329373
12078,120.78,-0.000388,-0.006955,0.030732,0.999503,1279.97998,688.46106,108.211418,-0.03168965342552327,0.042204133807231106,-0.024574310312935888,0.05821786471526513
12079,120.79,-0.000351,-0.00702,0.030683,0.999504,1279.979004,688.463379,108.210403,0.006928730614909465,-0.013215773491285264,-0.009857795073114212,0.017884073937737364
12080,120.8,-0.000323,-0.006996,0.030731,0.999503,1279.988403,688.459412,108.208588,0.0058118261282988914,0.004621023605375282,0.00956375360605527,0.012107706849124999
12081,120.81,-0.000292,-0.00694,0.030721,0.999504,1279.999146,688.459778,108.206093,0.006527178516066564,0.01100594679570798,-0.0020449098363628515,0.012958263019765002
12082,120.82,-0.000369,-0.007001,0.030777,0.999502,1280.000488,688.460693,108.204826,-0.01568953956625413,-0.01172688654274298,0.01131004172961747,0.022618544686011714
12083,120.83,-0.000366,-0.007002,0.03072,0.999503,1279.992065,688.454224,108.21701,0.0005138082644152607,-0.00021275982667361072,-0.011404754029795128,0.011418304609553722
12084,120.84,-0.000391,-0.007121,0.030709,0.999503,1279.977661,688.463684,108.223862,-0.0057440574719368415,-0.023633774724929935,-0.0021726081836807853,0.02441863489856563
12085,120.85,-0.000299,-0.007138,0.030707,0.999503,1279.979248,688.45636,108.221085,0.01828359292252884,-0.003963198689567046,-0.0005321569046069785,0.018715766214100173
12086,120.86,-0.000358,-0.007123,0.030757,0.999501,1279.987549,688.455811,108.20446,-0.011630757985595026,0.003355007549684303,0.01009244165844983,0.01576032948916788
12087,120.87,-0.000342,-0.007023,0.030699,0.999504,1279.996826,688.462036,108.209885,0.003731132652431539,0.01990003194655781,-0.011628303926591865,0.02334844908239633
12088,120.88,-0.00027,-0.00699,0.030748,0.999503,1279.997314,688.477295,108.210167,0.01466422262099499,0.0061499023441453655,0.009702401441047392,0.018627864011846993
12089,120.89,-0.000361,-0.007107,0.030681,0.999504,1279.997925,688.466797,108.210808,-0.019004061922246615,-0.022823731138879224,-0.013278584295628448,0.032533027426609705
12090,120.9,-0.000443,-0.007121,0.03078,0.999501,1279.986572,688.451782,108.208313,-0.01633726409513963,-0.002306853909741237,0.019924124110901748,0.025868871151672686
12091,120.91,-0.000352,-0.007024,0.030712,0.999504,1279.977173,688.457764,108.206604,0.018691456421304917,0.018840406709910083,-0.01373267932980246,0.029881732709458958
12092,120.92,-0.000306,-0.00715,0.030651,0.999505,1279.984009,688.45752,108.204193,0.008335864170948042,-0.02546432808387745,-0.012273570872649991,0.02947132806993617
12093,120.93,-0.000321,-0.007107,0.030651,0.999505,1279.995728,688.461243,108.200768,-0.0027349146410698424,0.008687690412608213,2.4081584511920218e-05,0.009108035063721234
12094,120.94,-0.000397,-0.00703,0.030798,0.999501,1279.992676,688.46936,108.199913,-0.014511756625152174,0.015843143768732634,0.02952292747909757,0.03651300496755141
12095,120.95,-0.000418,-0.007217,0.030676,0.999503,1279.998291,688.468689,108.201004,-0.005521122964085385,-0.03723948945572398,-0.024385467008077727,0.04485435736814848
12096,120.96,-0.000355,-0.007226,0.03068,0.999503,1279.998169,688.467285,108.191902,0.012544298524433785,-0.0021859580838683884,0.000707916021469579,0.012752998992707343
12097,120.97,-0.00031,-0.007117,0.030776,0.999501,1279.990234,688.460144,108.193932,0.009802948153553754,0.02150333889811749,0.019145434509288545,0.03041445443893433
12098,120.98,-0.000422,-0.007081,0.030664,0.999505,1279.988525,688.46228,108.198021,-0.022326396797374495,0.007898423236840438,-0.022251779234815083,0.0324960730350149
12099,120.99,-0.000297,-0.007125,0.030712,0.999503,1279.987305,688.462463,108.199371,0.024785576071278594,-0.009569121990805857,0.009426769474249475,0.028191432379017282
12100,121.0,-0.000418,-0.007091,0.030682,0.999504,1279.989624,688.463013,108.192917,-0.02402181660427908,0.007543056231300493,-0.005828714587825107,0.025844134422040616
12101,121.01,-0.000323,-0.007141,0.030725,0.999502,1279.995972,688.459106,108.198166,0.018744576461186817,-0.010584432057881732,0.00846910048672364,0.0231325530746482
12102,121.02,-0.000264,-0.00717,0.030732,0.999502,1279.995605,688.462036,108.205338,0.01162591859105199,-0.0061601201728974314,0.0013131658926635037,0.013222460750252234
12103,121.03,-0.000337,-0.007125,0.03068,0.999504,1279.987183,688.467102,108.206993,-0.01439059949843459,0.009449816106641773,-0.010300052664310305,0.020061890819692396
12104,121.04,-0.000296,-0.007072,0.030628,0.999506,1279.987305,688.4599,108.209091,0.008447172192284044,0.010349517024849706,-0.010461962179486584,0.01696820182985688
12105,121.05,-0.000416,-0.007179,0.030655,0.999504,1279.983154,688.459717,108.20903,-0.024605511503807923,-0.02065878251171728,0.0055729769064233325,0.03260789111288842
12106,121.06,-0.000415,-0.007118,0.030733,0.999502,1279.984863,688.470886,108.206497,0.0006857180435738974,0.012178460925911046,0.015608169344177164,0.019809090590830684
12107,121.07,-0.000319,-0.007208,0.030831,0.999499,1279.987427,688.460876,108.203651,0.01877650386235904,-0.0185935101046334,0.019464538903413153,0.03281987187706211
12108,121.08,-0.000221,-0.007103,0.030838,0.999499,1279.987671,688.463379,108.206474,0.020247716593700314,0.020384738753054143,0.0012647204248317223,0.028759470075821303
12109,121.09,-0.000291,-0.006982,0.030765,0.999502,1279.989868,688.463867,108.208221,-0.013350282266397652,0.024627104808047216,-0.014506403070502216,0.031546157576841434
12110,121.1,-0.000319,-0.007012,0.030723,0.999503,1279.98291,688.468872,108.214279,-0.005840394761439326,-0.005820890151549,-0.008364620841377901,0.0117456313132101
12111,121.11,-0.00037,-0.007113,0.030676,0.999504,1279.987183,688.461975,108.202484,-0.010881387386592984,-0.01987219081953251,-0.009336396934145341,0.024504629504176055
12112,121.12,-0.000383,-0.007182,0.030665,0.999504,1279.981079,688.468018,108.206207,-0.003037687328072522,-0.013712581469647836,-0.0021855206604630417,0.014214040080926056
12113,121.13,-0.000307,-0.007137,0.030771,0.999501,1279.982544,688.469299,108.216606,0.01562047088137964,0.008516997281486699,0.021102159646591012,0.02760144008922533
12114,121.14,-0.000222,-0.007255,0.030736,0.999501,1279.98999,688.462585,108.203453,0.016215364269096897,-0.024109184378994203,-0.007125082021286477,0.029915842017397776
12115,121.15,-0.000178,-0.007241,0.030782,0.9995,1279.980713,688.455627,108.205498,0.008948371735582845,0.002524632751105885,0.009138334546952148,0.013036728329537036
12116,121.16,-0.000334,-0.007177,0.030771,0.999501,1279.973877,688.457275,108.217964,-0.03080627006487472,0.013755831531062862,-0.001976857841603369,0.0337958154709557
12117,121.17,-0.000175,-0.007058,0.030777,0.999501,1279.97644,688.46106,108.213722,0.03252509329997045,0.022809204709083087,0.0009791217789267836,0.0397378936670102
12118,121.18,-0.000243,-0.006921,0.030753,0.999503,1279.978027,688.457397,108.21302,-0.012783736853108272,0.027808567921944694,-0.004709133514060881,0.03096637396034901
12119,121.19,-0.000224,-0.007106,0.030725,0.999503,1279.976685,688.458618,108.212799,0.002621491788951146,-0.037097097292506445,-0.005632505427672491,0.03761372042382922
12120,121.2,-0.000243,-0.007105,0.030748,0.999502,1279.979248,688.462463,108.219231,-0.0037593216345741714,0.00031420383573010083,0.004630903978898593,0.0059729804004653945
12121,121.21,-0.000255,-0.007173,0.030791,0.9995,1279.981201,688.458313,108.214394,-0.002755971689462165,-0.013524363257558212,0.00862176325419281,0.01627386195980711
12122,121.22,-0.000255,-0.007059,0.030801,0.999501,1279.972656,688.457153,108.207443,0.0007164315500575523,0.02278951664938975,0.0019986551027272037,0.02288820581649833
12123,121.23,-0.000207,-0.007166,0.030777,0.999501,1279.970825,688.458984,108.20903,0.008902177378654553,-0.021683768436059514,-0.004870824029982318,0.023940749829542366
12124,121.24,-0.000228,-0.007134,0.03081,0.9995,1279.970703,688.456116,108.215149,-0.003953674592205753,0.0065232660973356124,0.00663427962411256,0.010109313007747688
12125,121.25,-0.000291,-0.007006,0.030633,0.999506,1279.980591,688.456726,108.213066,-0.01205723252008388,0.025992034809713148,-0.03532354246435429,0.04548313293764788
12126,121.26,-0.000166,-0.007184,0.030757,0.999501,1279.978271,688.462097,108.207542,0.024070576936694746,-0.036362467347008945,0.02463287622865712,0.05008393252255631
12127,121.27,-0.000143,-0.007102,0.03077,0.999501,1279.974243,688.460083,108.211151,0.005120799386894851,0.016249907635716765,0.0025683793959195567,0.01723016706975103
12128,121.28,-0.000149,-0.007268,0.030843,0.999498,1279.976196,688.460876,108.222992,-0.002117361917056452,-0.03315286003282609,0.014614952207974569,0.03629314229830946
12129,121.29,-0.000255,-0.007048,0.030777,0.999501,1279.968384,688.461487,108.211807,-0.019928117778283506,0.044638120111182795,-0.01305124440544106,0.05059670568106265
12130,121.3,-0.000381,-0.007125,0.03077,0.999501,1279.966431,688.462708,108.209534,-0.025671268921016784,-0.014616384104197709,-0.0012256193118530267,0.029566110244572126
12131,121.31,-0.000333,-0.007068,0.030658,0.999505,1279.967896,688.466614,108.209885,0.009786691528059709,0.011113152809879467,-0.02247749299737825,0.026916894098099726
12132,121.32,-0.000267,-0.007056,0.03076,0.999502,1279.981689,688.452393,108.219604,0.013411029183332476,0.001983091894776752,0.02031579322423621,0.024423755066517647
12133,121.33,-0.000202,-0.007235,0.03073,0.999502,1279.979248,688.461914,108.211342,0.011849974588066716,-0.03618042696983244,-0.00609829478563223,0.038556898121473344
12134,121.34,-0.000299,-0.007186,0.030706,0.999503,1279.967407,688.465027,108.219597,-0.01912385518494465,0.010393688843731506,-0.004661412803854542,0.02225936598924107
12135,121.35,-0.000358,-0.007115,0.030689,0.999504,1279.970459,688.458069,108.22525,-0.011382473434682976,0.014557715222144595,-0.003315408072134679,0.018774442858979862
12136,121.36,-0.000166,-0.007059,0.03078,0.999501,1279.966309,688.461487,108.22084,0.03885394225585877,0.010005200966333193,0.017940176870694796,0.04394977612400471
12137,121.37,-0.000163,-0.007141,0.030744,0.999502,1279.96875,688.453918,108.22036,4.411700051997554e-05,-0.016407677593382776,-0.0072095210849713876,0.017921803050831048
12138,121.38,-0.000173,-0.007257,0.030723,0.999502,1279.980347,688.45166,108.215942,-0.0027422552083462425,-0.023126258690448032,-0.004187405264156202,0.02366174481080185
12139,121.39,-0.000239,-0.007073,0.030697,0.999504,1279.982178,688.463257,108.21801,-0.012100478239680643,0.03719099206033108,-0.005107537017905173,0.03944208917450831
12140,121.4,-0.000237,-0.007143,0.030765,0.999501,1279.978882,688.471741,108.214058,6.609298515821089e-05,-0.014012825853287772,0.013605494344758745,0.019531337205693815
12141,121.41,-0.000215,-0.007109,0.030777,0.999501,1279.987061,688.466797,108.218941,0.004624149901309634,0.00666067243400929,0.00236898495436233,0.008447449869454582
12142,121.42,-0.000297,-0.007089,0.030708,0.999503,1279.983276,688.46405,108.218216,-0.01636672965043974,0.004508558240307363,-0.013687979551171847,0.021807285962497154
12143,121.43,-0.00026,-0.007153,0.030676,0.999504,1279.980469,688.454651,108.216629,0.00695794936898292,-0.013017558567792527,-0.006459220785541564,0.0161118411003712
12144,121.44,-0.000261,-0.007176,0.030674,0.999504,1279.973389,688.45752,108.210564,-0.0003438713937820514,-0.004591476446514703,-0.0003995667603819142,0.004621640086631909
12145,121.45,-0.00021,-0.007125,0.030737,0.999502,1279.97644,688.457886,108.21199,0.01059812602177119,0.009875904411096892,0.012535483713904672,0.019157038264095937
12146,121.46,-0.000329,-0.00711,0.030724,0.999503,1279.981201,688.461548,108.215126,-0.023714411389789466,0.0037320163079316653,-0.0024346467570962593,0.02412941686238363
12147,121.47,-0.000321,-0.007109,0.030698,0.999503,1279.981934,688.460022,108.217087,0.0015683775006743736,0.00015245299034519498,-0.005208725470130793,0.005441862817278292
12148,121.48,-0.00024,-0.007143,0.030762,0.999501,1279.980957,688.454529,108.214149,0.016074077962673072,-0.00730088447086755,0.012688576074966484,0.02174117888287705
12149,121.49,-0.000345,-0.007113,0.030804,0.9995,1279.980835,688.461243,108.212906,-0.02074500119469619,0.006639565126605488,0.008553406024296162,0.023400847297797744
12150,121.5,-0.00022,-0.007228,0.03075,0.999501,1279.980957,688.459412,108.209671,0.024202257155502498,-0.02375345194520105,-0.010986521052169101,0.03564658995701837
12151,121.51,-0.000219,-0.007122,0.030682,0.999504,1279.977661,688.465393,108.205437,0.000753631209380294,0.02119059464015723,-0.013608441757947953,0.025195216773877416
12152,121.52,-0.000125,-0.007168,0.030749,0.999501,1279.979614,688.46167,108.206841,0.018603708405967274,-0.00977946841096373,0.013275857401433971,0.024859291192600483
12153,121.53,-0.000257,-0.007235,0.030767,0.9995,1279.981201,688.464844,108.210938,-0.026773104412143273,-0.012583433369766155,0.003791916604308637,0.029824831043425905
12154,121.54,-0.000268,-0.007016,0.030762,0.999502,1279.989136,688.456055,108.205505,-0.0008584379801631508,0.04384895781870995,-0.0009846336360481989,0.04386841142496532
12155,121.55,-0.000313,-0.006952,0.03072,0.999504,1279.985474,688.454407,108.202194,-0.00866059057191463,0.013075539647822685,-0.008341546209788414,0.01776392297062096
12156,121.56,-0.00023,-0.007109,0.030707,0.999503,1279.975464,688.463318,108.212624,0.015609019426764455,-0.03189495180264948,-0.002717797595718635,0.03561342249391004
12157,121.57,-0.00023,-0.007024,0.03077,0.999502,1279.972046,688.467651,108.215218,0.0006115463425088673,0.016987229603040107,0.012603788015123907,0.021161177444689108
12158,121.58,-0.000385,-0.00704,0.030686,0.999504,1279.984497,688.459106,108.206238,-0.031200936937649693,-0.0022378627811834658,-0.01658693346052939,0.03540667814464707
12159,121.59,-0.00019,-0.007001,0.030851,0.9995,1279.9729,688.464966,108.207634,0.039452005569011676,0.0065810379929225945,0.03273661282114579,0.05168613569888182
12160,121.6,-0.000145,-0.007089,0.03075,0.999502,1279.975098,688.454651,108.214088,0.008311173338995208,-0.017862210152824257,-0.020268581545395542,0.028265695669429956
12161,121.61,-0.000197,-0.007187,0.030673,0.999504,1279.977173,688.458679,108.223045,-0.011106628645402874,-0.019265362352759944,-0.015333740635831844,0.027011756483742124
12162,121.62,-0.000325,-0.007115,0.03076,0.999501,1279.972534,688.465454,108.21402,-0.025020676523596387,0.015170346959988038,0.017596598049548356,0.03414401768249065
12163,121.63,-0.000358,-0.007129,0.030781,0.999501,1279.977539,688.463318,108.215508,-0.006652952181410041,-0.0025969520269509723,0.004243953570884362,0.008307651561677074
12164,121.64,-0.000398,-0.007225,0.030648,0.999504,1279.991577,688.462097,108.221596,-0.008776417278026919,-0.01893036556020928,-0.02655502916920141,0.033772086323742935
12165,121.65,-0.000237,-0.007074,0.030693,0.999504,1279.994995,688.463013,108.216408,0.03317461827686132,0.029194568691498085,0.008774909244894935,0.045054158200483606
12166,121.66,-0.000171,-0.007298,0.030742,0.999501,1279.990356,688.456421,108.211456,0.011887583375848299,-0.045189470899783805,0.009709555679585091,0.047725028970291
12167,121.67,-0.000313,-0.007118,0.030707,0.999503,1279.997314,688.454712,108.214005,-0.027330126615934293,0.03685921504136109,-0.006795382764020891,0.046386579753392596
12168,121.68,-0.000376,-0.00714,0.030794,0.9995,1279.985229,688.463806,108.214996,-0.012605185896482577,-0.00402062286008554,0.017498089743164802,0.021937166278436577
12169,121.69,-0.000302,-0.007033,0.030777,0.999502,1279.979614,688.461853,108.212715,0.015427460851566866,0.020937676212704478,-0.0035082420292334437,0.026243105678451232
12170,121.7,-0.000173,-0.007169,0.03071,0.999503,1279.976074,688.459106,108.209396,0.02485581300957314,-0.027975022399750304,-0.01358913575873616,0.039813037177572355
12171,121.71,-0.000166,-0.007093,0.03065,0.999505,1279.988647,688.456665,108.213715,0.0017801367045639177,0.015154389279719294,-0.012013722306666863,0.01942045119944209
12172,121.72,-0.000337,-0.007147,0.03075,0.999502,1279.98938,688.459534,108.210388,-0.03437231325209156,-0.009753994877101355,0.02024926758007542,0.04106859106290258
12173,121.73,-0.000283,-0.00714,0.030684,0.999504,1279.987305,688.463989,108.203079,0.010743456238264735,0.0010745090236778684,-0.013282430131297818,0.017117224418061558
12174,121.74,-0.000275,-0.007176,0.03078,0.9995,1279.985596,688.459839,108.210976,0.0015151431677567096,-0.007256668645573111,0.019201561991376292,0.020582878359430453
12175,121.75,-0.000343,-0.007154,0.030665,0.999504,1279.989502,688.45929,108.215225,-0.013622602030678976,0.004828475937549808,-0.022914330544093753,0.027091622510468885
12176,121.76,-0.000361,-0.007163,0.030663,0.999504,1279.982788,688.457031,108.207817,-0.0036562733837606424,-0.0016885761772321738,-0.00037466463932434024,0.004044749455166853
12177,121.77,-0.00025,-0.007106,0.030768,0.999501,1279.980713,688.453552,108.202652,0.022688760421763484,0.010701751511999686,0.020853085053654935,0.03262144219919983
12178,121.78,-0.000277,-0.007061,0.030716,0.999503,1279.984375,688.458313,108.209404,-0.005194198057720527,0.009167102584591453,-0.010366499705924404,0.014781061511683853
12179,121.79,-0.000254,-0.007044,0.030619,0.999506,1279.985596,688.468323,108.216644,0.004565333045807935,0.0032666284638348123,-0.01944033531156436,0.020234617969359787
12180,121.8,-0.000275,-0.00715,0.030695,0.999503,1279.989258,688.461731,108.201935,-0.004740133785656756,-0.02106902431484297,0.015235069624830455,0.02642877220679766
12181,121.81,-0.000371,-0.007186,0.030709,0.999503,1279.987671,688.459839,108.206345,-0.019391434870343276,-0.006607845306795212,0.0029339073818086814,0.020695390270645587
12182,121.82,-0.00019,-0.007284,0.030783,0.9995,1279.988281,688.455627,108.209969,0.03568620668217541,-0.020711706269943106,0.014543650443463868,0.04374926161887773
12183,121.83,-0.000174,-0.007122,0.030791,0.999501,1279.981445,688.466064,108.20887,0.004207457342711652,0.03228641453120126,0.001575889005447223,0.03259752577618111
12184,121.84,-0.000321,-0.007238,0.030653,0.999504,1279.97583,688.460205,108.202835,-0.030296121708706058,-0.022274076252297464,-0.027399332582736524,0.04652647514546207
12185,121.85,-0.000323,-0.007171,0.03061,0.999506,1279.983032,688.461426,108.212433,-5.116977216836744e-05,0.013411263305506693,-0.00860079432195987,0.015932302556877057
12186,121.86,-0.000254,-0.007214,0.030722,0.999502,1279.983398,688.4646,108.216301,0.013690302370308941,-0.009031137358499572,0.022311674321255637,0.02769109300833666
12187,121.87,-0.000312,-0.00714,0.030792,0.9995,1279.984375,688.465759,108.207642,-0.011038645022436839,0.01514256569997849,0.01409276072665902,0.023446852343297544
12188,121.88,-0.000169,-0.007102,0.030778,0.999501,1279.988647,688.461426,108.209328,0.028799797153352593,0.0067178521618977294,-0.0030065919885413628,0.029725367098303954
12189,121.89,-0.000301,-0.007221,0.030676,0.999503,1279.979736,688.468201,108.217361,-0.027264162834076826,-0.02296930195752029,-0.020218666068042013,0.04098436122510384
12190,121.9,-0.000274,-0.007237,0.030638,0.999504,1279.977783,688.465454,108.215614,0.005244336537531209,-0.003360330082235544,-0.007642318880721893,0.009859002071969571
12191,121.91,-0.000228,-0.007019,0.03076,0.999502,1279.983887,688.469666,108.208931,0.010707731477918949,0.04328694331089765,0.02434552943590476,0.05080472200611463
12192,121.92,-0.000294,-0.007142,0.030742,0.999502,1279.984741,688.473022,108.201218,-0.013975389702115131,-0.02418089450038666,-0.003511164924169252,0.02814880912737752
12193,121.93,-0.000392,-0.007067,0.030665,0.999505,1279.988037,688.471252,108.214882,-0.019238909051585307,0.015603877444620474,-0.015266374429667023,0.029097745634820198
12194,121.94,-0.000327,-0.007167,0.030663,0.999504,1279.990845,688.467041,108.211945,0.012377355951843768,-0.02038999526069058,-0.0004933798466069672,0.023857792663250818
12195,121.95,-0.000313,-0.007105,0.03068,0.999504,1279.98584,688.466125,108.214401,0.003203200158657894,0.01230688124116107,0.003382300756346601,0.01315901879118846
12196,121.96,-0.0003,-0.007031,0.030626,0.999506,1279.984863,688.467163,108.20723,0.00297616588529087,0.014719115010953064,-0.01082075683726258,0.018509421617478972
12197,121.97,-0.000407,-0.007114,0.030674,0.999504,1279.986694,688.462891,108.202248,-0.021830446375215244,-0.0159420985029767,0.009752993175971697,0.028737428025317625
12198,121.98,-0.000374,-0.00725,0.030743,0.999501,1279.988281,688.464172,108.202316,0.005860322604796708,-0.027398842222426185,0.01375353681125624,0.031212172480945242
12199,121.99,-0.00018,-0.007222,0.030731,0.999502,1279.989624,688.469971,108.210884,0.038935456577784175,0.0044067227828782545,-0.0026841553713616295,0.03927586631333884
12200,122.0,-0.000284,-0.007291,0.030681,0.999503,1279.990234,688.473267,108.212616,-0.021285895922619143,-0.013150667602275911,-0.009853424509569803,0.02689087946088626
12201,122.01,-0.000348,-0.007095,0.03069,0.999504,1279.985962,688.468872,108.210785,-0.011577754539845237,0.039574153849423914,0.0018974254790582457,0.04127660689217756
12202,122.02,-0.000328,-0.007187,0.03072,0.999502,1279.980103,688.462952,108.201912,0.003475750262645858,-0.01851855673701412,0.005974515876334269,0.019766451969609113
12203,122.03,-0.000246,-0.0072,0.030746,0.999501,1279.97937,688.463623,108.20742,0.016349274197014006,-0.0031056574531483465,0.005084836851756286,0.017401133319253165
12204,122.04,-0.000195,-0.007191,0.030701,0.999503,1279.984131,688.46106,108.203705,0.010185551334055142,0.0014905865903492947,-0.009080804541207466,0.013726919373173857
12205,122.05,-0.000197,-0.007171,0.030627,0.999505,1279.993042,688.464661,108.200684,-0.00038334594880034883,0.004016054263616003,-0.014801266423143666,0.015341223344102973
12206,122.06,-0.000206,-0.007197,0.030764,0.999501,1279.989624,688.465759,108.200333,-0.0017620413954747092,-0.0051534314018262285,0.027422818816953687,0.02795842694001514
12207,122.07,-0.000224,-0.007107,0.030812,0.9995,1279.983765,688.463928,108.201965,-0.0029754005572545515,0.018098345057336068,0.009630976224770521,0.020716148419351668
12208,122.08,-0.00036,-0.007093,0.030674,0.999504,1279.976196,688.461487,108.204651,-0.02729610354574072,0.0036485548204775358,-0.02741691515966288,0.03885970223676426
12209,122.09,-0.000288,-0.007119,0.030647,0.999505,1279.972534,688.466492,108.207718,0.01419512382589169,-0.005635764286704963,-0.00550746807562591,0.016235627001496913
12210,122.1,-0.000256,-0.007155,0.030693,0.999503,1279.982544,688.456177,108.206779,0.006241553781844247,-0.0073980746896562775,0.009160070453911873,0.013326492165833299
12211,122.11,-0.000354,-0.007191,0.030776,0.9995,1279.984619,688.465088,108.211166,-0.01969264066993788,-0.006603385313192666,0.016748570325270107,0.026681817818325244
12212,122.12,-0.000341,-0.007152,0.030804,0.9995,1279.989746,688.469116,108.214714,0.002879022901275792,0.0077141013431266245,0.005581265571771854,0.009947193462517167
12213,122.13,-0.000365,-0.007054,0.030701,0.999504,1279.986938,688.460876,108.212257,-0.004340897626920311,0.019750794602645328,-0.0205733187529894,0.02884785475828994
